"","0","0 | 1","0 | 2","0 | 3","300","300 | 1","300 | 2","300 | 3","900","900 | 1","900 | 2","900 | 3","1800","1800 | 1","1800 | 2","1800 | 3","3600","3600 | 1","3600 | 2","3600 | 3"
"recB",44.903,40.9579,9.79345,29.5712,34.1989,10.9176,22.2215,19.4086,62.2593,42.1165,35.5022,27.8143,52.74,36.7249,23.7908,29.6768,63.238,26.3413,39.3388,38.213
"ptrA",1055.44,1065.86,839.764,956.317,1063.18,1121.03,1055.18,988.08,754.728,826.972,1156.69,1210.78,666.657,645.796,1103.08,1239.13,856.184,863.6,1222.36,1307.58
"recC",16.1079,29.801,9.886,2.07566,4.77732,7.19008,16.08,16.2686,28.9273,5.87218,10.3364,1.05833,41.7882,26.9296,6.73493,6.12018,47.2354,2.05028,7.40569,4.43314
"ppdC",514.611,457.694,577.773,419.363,474.975,464.399,405.012,547.324,525.82,479.674,373.554,327.069,593.566,493.311,397.97,401.649,712.799,713.346,420.542,438.961
"ygdB",569.742,522.01,553.735,556.974,553.997,559.97,533.861,451.145,625.096,546.604,472.42,459.213,656.62,597.647,399.429,472.658,856.691,869.699,438.825,528.458
"ppdA",461.975,523.411,479.89,399.506,400.542,541.752,568.134,371.334,464.875,501.169,465.947,409.414,482.715,551.246,335.655,342.995,679.688,801.342,330.252,451.632
"thyA",984.764,894.219,860.939,938.74,1147.21,1095.13,766.687,843.686,1187.29,1310.46,715.216,718.604,930.823,1016.52,805.559,791.443,885.685,964.958,930.975,824.648
"lgt",976.141,1017.81,993.862,1057.37,1115.55,1259.7,951.002,877.035,1201.18,1409.89,912.02,978.352,1065.24,1076.79,1022.76,1055.98,837.423,762.644,1071.88,911.703
"ptsP",884.462,842.581,1129.3,1049.1,1087.66,1109.42,933.463,941.589,1299.46,1298.07,868.745,876.459,1386.54,1380.72,962.619,973.246,1255.45,1457.08,1099.77,971.008
"rppH",1474,1405.88,1237.18,1645.64,1898.33,2165.03,1357.46,1213.45,2063.02,2071.93,1314.5,1608.34,2238.31,2083.57,1401.6,1271.05,1718.89,2177.36,1721.02,1235.65
"mutH",693.77,726.029,804.894,800.105,550.665,644.445,820.361,821.761,460.2,528.941,917.763,950.59,429.283,575.352,1038.89,1029.44,620.71,661.481,933.279,965.224
"ygdQ",667.038,724.179,753.109,754.081,713.169,808.421,990.422,981.188,577.102,550.449,1235.41,1389.05,393.371,464.394,1288.09,1277.01,495.463,427.542,815.134,920.696
"ygdR",979.32,1077.56,878.147,841.544,853.779,862.588,909.278,847.524,837.32,844.857,938.344,1026.09,694.327,727.59,1012.12,963.124,1127.23,1305.76,808.79,817.501
"tas",815.199,696.879,758.659,771.373,746.021,935.207,742.31,786.789,841.634,824.857,752.244,716.291,1193.9,1130.23,597.9,666.234,1610.57,1860,815.304,860.452
"lplT",442.751,509.491,510.725,459.413,435.462,539.544,461.419,600.2,494.719,505.959,472.506,448.639,497.131,486.723,509.345,485.85,554.417,542.612,550.439,526.248
"aas",588.113,559.155,556.937,486.89,524.518,584.067,507.409,471.138,614.84,587.458,519.157,410.915,580.98,571.241,473.053,468.271,628.78,579.167,502.489,567.656
"omrA",774.215,721.38,703.327,642.322,782.192,699.426,698.906,657.306,598.405,588.356,897.678,754.236,538.937,531.056,746.059,826.515,785.448,692.979,642.333,616.576
"omrB",682.145,800.881,539.713,623.22,630.299,558.183,647.767,608.831,523.655,648.357,859.148,784.238,342.257,441.583,718.891,779.681,512.239,540.258,463.475,567.566
"galR",553.966,607.677,582.257,554.877,543.606,623.96,521.593,545.775,681.946,765.409,524.618,485.822,777.067,756.114,518.996,453.293,887.347,872.645,504.61,600.791
"lysA",883.241,791.072,878.424,830.075,584.048,561.834,805.79,769.73,414.625,478.618,705.186,620.003,370.44,426.84,809.728,901.3,750.779,727.002,634.019,562.289
"lysR",530.634,541.76,538.889,454.749,469.511,499.709,480.224,462.153,441.95,491.837,448.292,435.063,413.097,427.231,451.457,432.31,575.816,612.192,441.471,454.808
"ygeA",752.161,743.792,736.851,685.939,742.017,850.689,708.02,613.157,676.938,712.725,695.153,684.537,637.512,669.961,651.562,603.676,783.091,812.31,528.213,629.997
"araE",372.298,325.48,328.096,297.911,364.459,389.87,305.952,317.765,341.813,331.256,311.702,295.659,299.861,362.868,289.934,310.943,330.159,307.687,286.852,346.391
"kduD",938.335,878.843,989.332,1009.73,519.146,626.824,934.357,962.092,593.926,709.503,942.411,870.159,482.075,544.265,770.318,694.258,964.264,1069.12,642.002,629.818
"kduI",727.419,696.56,860.206,893.526,499.907,501.652,819.432,755.931,443.163,466.052,765.503,778.741,379.696,457.733,612.528,622.036,693.931,784.145,484.078,584.088
"yqeF",621.759,587.896,842.077,821.71,419.356,466.582,659.626,645.619,463.749,431.51,609.024,567.098,498.916,386.525,494.48,522.751,644.094,700.981,393.667,502.438
"yqeG",941.687,958.218,665.605,842.16,1102.17,942.322,606.995,743.742,807.249,877.504,715.695,608.265,563.824,739.703,668.109,604.293,528.965,630.675,544.592,611.07
"yqeH",419.13,340.055,344.837,350.603,332.36,304.686,299.452,311.698,279.028,269.104,302.218,296.464,260.893,314.248,283.722,233.697,311.492,391.589,201.043,318.768
"yqeI",433.803,441.423,377.335,361.978,436.575,489.699,322.475,295.011,374.802,389.868,281.668,330.888,274.806,326.717,332.017,274.287,407.66,371.243,275.559,322.616
"yqeJ",599.182,587.092,531.196,567.956,683.546,675.486,444.291,404.713,518.804,448.522,413.728,437.489,390.623,622.806,441.051,354.281,519.251,604.686,333.804,432.479
"yqeK",354.068,333.446,312.582,305.316,280.64,180.99,234.544,249.828,242.562,242.229,254.975,232.114,194.596,229.222,264.396,232.792,291.917,344.016,223.968,248.308
"ygeF",630.799,661.794,524.007,464.721,546.84,390.187,386.136,349.604,418.554,445.994,425.356,357.384,392.136,369.687,541.984,425.311,652.508,383.572,432.699,487.001
"ygeG",583.104,641.408,501.146,534.006,553.066,518.63,409.722,420.093,430.215,468.162,440.535,436.038,343.6,461.714,486.569,365.655,623.955,579.4,395.076,436.932
"ygeH",794.141,605.177,608.447,664.15,683.341,653.012,460.363,564.339,423.802,426.76,491.64,461.415,415.863,528.582,545.388,458.167,687.054,920.669,403.343,431.16
"ygeI",323.297,315.843,232.943,225.457,279.398,274.94,177.171,226.453,225.182,176.132,200.239,211.567,162.225,112.6,237.416,200.275,320.479,96.8802,145.44,246.174
"pbl",2.02633,1.71322,2.23306,24.3346,3.09513,10.2015,0.878679,1.84902,22.2436,12.4724,7.60652,5.97645,2.18483,1.0667,1.55578,1.05985,3.93147,0.799551,0.795298,0.946217
"ygeK",533.387,514.517,501.77,446.915,490.25,208.182,419.143,364.937,324.613,376.306,397.715,364.21,270.395,418.539,394.859,375.771,485.39,537.627,329.225,354.172
"ygeL",522.977,558.972,594.684,563.598,538.499,313.44,371.01,368.333,331.079,383.357,445.875,400.667,320.24,384.138,413.183,415.547,580.088,449.793,326.411,398.407
"ygeN",307.276,330.711,309.543,298.878,252.893,110.701,260.678,213.841,178.412,168.355,229.48,197.919,167.503,150.941,289.623,247.26,378.426,271.969,193.464,232.363
"ygeO",448.507,387.861,373.083,333.925,397.919,352.043,282.224,341.964,228.762,297.344,300.204,280.09,202.148,315.177,323.216,279.104,384.196,370.077,198.973,280.247
"ygeP",385.471,425.357,355.413,361.365,348.598,309.657,359.37,363.044,262.924,291.956,317.99,342.049,216.917,231.883,291.237,320.268,296.603,266.452,225.757,281.47
"ygeQ",719.645,725.522,600.822,662.632,666.707,613.696,495.032,502.841,503.446,560.74,538.707,459.478,475.57,590.717,438.118,477.827,708.005,799.119,413.44,490.396
"xdhA",406.065,423.302,402.94,317.883,351.686,388.996,350.187,359.335,397.782,375.314,329.448,272.953,550.028,438.295,276.296,283.209,1863.14,1728.36,260.073,317.289
"xdhB",615.062,601.001,560.361,399.097,557.538,573.541,501.934,535.022,432.27,427.325,427.81,329.004,434.117,475.773,376.601,408.937,2035.78,1850.05,344.749,423.229
"xdhC",567.076,680.706,584.375,482.178,514.399,584.437,503.896,487.056,580.97,520.164,442.254,421.994,558.68,477.486,401.44,426.68,1772.11,1616.21,467.803,473.874
"ygeV",38.1408,36.7243,22.1612,20.9287,21.5631,35.9206,11.0534,14.0982,18.176,65.2715,36.7384,24.8243,20.6921,3.58359,38.7363,21.4938,21.5399,28.3815,10.7845,19.7379
"ygeW",45.7358,84.1043,56.4963,52.5673,55.5933,28.1672,41.434,45.912,10.6065,68.2497,46.4901,30.3104,65.0914,44.98,108.236,56.8247,96.6512,129.306,110.247,33.614
"ygeX",554.008,577.413,601.62,483.506,489.527,516.872,469.475,453.326,480.216,473.482,450.012,413.758,720.339,702.852,372.178,441.94,3038.56,2756.59,453.114,497.077
"ygeY",579.551,548.63,555.158,464.166,411.728,431.572,459.232,514.454,382.805,383.148,386.527,361.889,560.634,487.086,388.47,398.083,3045.1,2512.99,500.752,470.088
"hyuA",361.389,376.833,375.577,291.446,327.618,329.817,321.958,321.724,251.631,309.323,284.028,248.38,205.742,254.127,245.633,264.347,648.778,648.117,263.003,342.667
"yqeA",488.16,474.537,451.789,406.177,460.719,468.713,431.113,452.435,395.577,444.923,359.35,375.513,354.731,409.008,369.694,345.97,916.59,828.805,318.988,341.327
"yqeB",566.523,534.812,656.139,544.467,483.193,443.865,498.411,544.094,742.419,557.888,409.672,395.328,1488.78,1063.37,389.491,376.928,3028.06,3108.17,438.714,454.315
"yqeC",675.251,680.762,685.167,570.139,549.071,527.811,540.022,504.872,1423.53,918.687,532.373,475.387,2096.96,1550.93,435.344,406.968,3055.8,2913.74,491.235,518.788
"mocA",754.788,694.616,589.558,553.462,635.502,560.777,544.962,490.737,1350.98,1095.46,506.588,540.708,1305.79,1351.42,477.79,431.522,1286.02,1317.99,622.942,603.744
"ygfK",345.478,294.682,354.37,266.738,245.26,247.573,373.113,270.267,374.251,410.209,266.628,221.157,439.278,373.79,278.073,259.727,2134.18,2042.33,256.308,345.613
"ssnA",32.9837,25.4285,68.1477,32.2339,47.7111,27.8567,36.0925,24.0082,46.2031,33.7871,38.867,24.5212,29.1093,44.0907,39.305,16.4638,109.532,58.7447,38.6115,23.575
"ygfM",572.228,471.58,602.783,506.757,499.707,557.257,544.186,479.353,495.521,478.587,444.384,384.447,507.484,587.61,354.42,357.841,2114.18,1986.67,347.317,446.03
"xdhD",211.569,203.988,169.875,121.882,155.343,104.694,126.327,122.944,121.008,139.129,134.54,96.922,164.029,83.9557,181.683,161.186,205.753,141.338,242.776,140.849
"xanQ",443.406,527.308,436.912,367.54,384.37,285.797,373.984,369.524,309.467,400.722,322.34,326.327,253.004,289.893,296.805,324.283,671.052,496.166,257.041,376.474
"guaD",656.987,680.32,682.607,599.427,617.491,789.199,589.767,633.091,563.214,578.163,533.8,547.83,501.185,623.388,491.762,494.755,1180.31,930.177,509.301,564.418
"ygfT",566.756,596.37,570.071,427.541,474.845,361.829,462.344,479.325,520.706,494.912,421.125,393.877,379.673,417.838,403.937,436.527,901.062,671.767,439.22,573.176
"uacT",564.801,567.093,562.712,484.222,415.668,512.81,487.746,477.863,484.18,391.393,444.16,417.267,412.021,508.718,360.843,375.358,1299.9,1146.59,332.631,376.691
"idi",32.9182,39.9439,42.7039,29.4432,66.4258,79.6493,19.2326,29.9803,48.8057,47.6494,19.87,34.7012,39.8587,30.4543,12.7098,51.5073,30.9853,47.5071,55.6583,67.0111
"lysS",2281.8,2488.84,1704.44,2143.85,3036.6,3386.87,2387.58,2498.02,2797.04,2705.97,2399.34,2853.03,2334.19,2098.39,2322.84,2408.69,1301.66,1425.06,2410.76,2022.49
"recJ",650.327,694.71,725.844,829.233,721.293,932.79,823.039,940.738,801.006,795.307,840.834,873.281,783.031,671.019,975.12,931.324,654.368,699.509,883.748,896.662
"dsbC",1039.1,1009.21,1221.43,1319.78,1202.42,1196.76,1242.44,1201.57,1249.03,997.51,1131.7,1336.7,1101.72,1194.6,1490.19,1304.29,951.944,1050.6,1460.06,1429.03
"xerD",1010.24,966.034,1412.83,1487.87,914.592,1130.82,1370.59,1288.7,838.523,1042.65,1197.96,1510.36,969.931,925.178,1411.99,1402.48,823.981,1065.88,1553.19,1317.64
"fldB",841.678,900.641,1003.33,1114.95,889.281,882.916,1080.49,1198.99,822.74,829.048,1334.2,1308.99,847.072,849.738,1408.57,1400.83,932.409,892.129,1390.33,1341.48
"ygfX",954.845,1069.8,1304.88,1259.28,950.622,752.113,1282.13,1237.87,1291.07,1258.08,1326.89,1243.62,1271.01,1124.89,1430.76,1393.81,1559.15,1459.4,1565.82,1434.27
"sdhE",1089.84,1236.72,1409.75,1571.1,1194.83,1154.56,1332.36,1298.55,1587.49,1451.56,1430.35,1411.83,1782.99,1555.57,1559.81,1538.68,2167.62,2458.52,1789.91,1487.48
"ygfZ",786.175,804.2,937.253,918.56,853.689,947.978,1008.82,975.966,729.948,812.233,1210.26,1066.92,879.977,743.214,1177.21,1219.89,1148.76,1161.58,1399.11,1194.42
"yqfA",505.31,424.075,761.407,673.922,369.321,474.314,514.45,679.888,279.599,283.795,497.656,439.677,304.22,304.185,484.13,563.223,628.268,680.536,630.339,606.102
"yqfB",773.152,723.304,772.82,738.321,750.216,705.34,765.731,712.928,658.548,759.324,674.493,730.628,792.225,820.249,705.205,717.837,967.533,1124.42,698.429,745.178
"bglA",858.136,866.215,923.451,923.975,986.78,1078.03,1025.45,1081.85,1101.96,1196.26,1016.6,1020.44,1220.93,1245.06,1130.1,1080.91,1112.09,1318.54,1371.06,1145.75
"ygfF",20.8277,6.45496,26.2763,1.5694,12.6013,26.4384,7.78499,0.770761,6.08429,11.686,5.51154,7.47588,10.217,4.47021,3.55657,3.31154,2.22472,17.5007,10.9785,21.1273
"gcvP",1907.4,1897.76,1947.52,2178.04,1140.04,1324.83,1470.99,1448.23,2563.93,2005.02,1097.97,1232.7,3415.4,2898.86,1044.63,1070.32,3198.46,3886.36,1185.82,1019.23
"gcvH",1753.59,1532.85,1996,2073.66,1462.98,1767.69,1505.02,1489.59,3175.98,2597.13,1165.23,1255.77,4146.63,3611.68,1056.79,1085.08,4847.42,5352.99,1282.21,1291.76
"gcvT",950.377,890.991,924.916,1023.58,848.828,1073.87,852.815,651.866,2110.49,1860.26,731.308,687.822,2844.15,2540.26,646.106,691.628,2531.39,3104.87,806.59,762.326
"ubiI",489.175,632.288,723.413,626.964,468.965,545.481,811.404,891.521,603.826,537.446,932.422,1062,470.291,643.617,1034.91,1096.44,603.958,665.906,993.864,974.201
"ubiH",866.085,969.004,1131.28,1256.41,1105.27,1130.58,1511.05,1473.13,1148.15,1196.41,1512.39,1689.76,1191.36,1095.47,1530,1612.35,1190.12,1459.72,1782.26,1582.64
"pepP",65.7616,77.2283,51.017,73.4478,86.6534,38.1016,82.873,100.211,88.2821,84.3985,96.2155,84.0567,100.127,57.4575,97.1987,121.147,111.261,92.1951,185.979,130.804
"ygfB",1190.22,1220.66,1718.35,2148.28,1606.65,1637.65,1771.86,1636.49,1623.96,1743.76,1794.52,2024.18,1735.68,1779.18,1962.28,1938.4,1833.03,1855.11,2120.91,1944.41
"zapA",1668.7,1702.99,1278.19,1535.96,1962.13,1765.2,1323.91,1349.35,1555.94,1373.85,1693.52,1718.07,2233.61,1874.52,1603.68,1617.09,2218.13,2569.62,1658.73,1431.86
"ssrS",5523.69,5543.8,3586.86,5917,7098.39,8298.47,3161.9,2344.48,5868.01,5157.15,3454.6,3913.19,7470.6,7634.81,3153.72,3124.35,8134.09,10710.2,3881.38,3731.62
"fau",453.092,517.31,486.107,400.761,513.523,476.13,497.128,435.912,493.577,473.874,477.044,424.812,340.167,387.425,446.285,579.28,615.753,431.858,529.329,637.328
"sibC",782.261,564.181,589.095,364.502,359.134,218.224,388.944,541.764,321.471,418.249,313.65,232.779,250.448,154.42,339.888,332.486,555.227,343.353,278.298,460.145
"serA",610.149,586.77,630.663,632.088,638.992,603.524,670.469,734.708,532.633,513.216,701.192,732.012,922.746,619.988,794.884,744.634,904.644,1091.02,655.52,670.528
"rpiA",867.08,947.568,1093.03,1131.8,1013.98,1021.14,979.655,1000.24,1377.33,1329.52,1047.92,1170.11,1753.64,1589.46,1095.55,1106.99,1972.68,2302.73,1221.74,1182
"yqfE",291.025,259.459,291.444,189.021,235.839,92.9772,257.465,173.554,211.879,248.666,246.723,212.487,127.414,136.272,230.956,200.258,251.557,221.404,188.211,262.922
"argP",709.942,562.911,739.814,667.891,610.173,694.969,702.309,611.645,726.782,722.219,662.7,588.701,728.275,781.852,575.789,648.66,867.035,1102.6,558.177,447.246
"argK",598.728,603.518,582.152,492.85,560.905,651.823,555.817,512.854,497.855,547.352,434.081,534.838,304.82,360.325,348.649,349.401,474.561,593.918,333.375,463.346
"scpB",523.585,526.438,534.052,488.749,461.595,499.208,490.525,499.344,475.99,504.152,432.675,438.436,317.892,390.719,408.955,381.057,657.599,623.914,395.613,437.529
"scpC",533.007,509.233,484.115,442.661,443.484,402.329,450.671,456.173,422.303,449.936,383.618,391.982,378.597,375.395,346.052,373.843,514.573,629.982,377.775,474.226
"yggE",636.383,606.716,674.958,674.65,578.291,570.443,828.502,872.091,656.273,660.588,933.768,906.717,1455.89,1077.97,853.499,911.567,2922.51,3325.63,836.008,853.954
"argO",10.664,4.9854,9.57142,3.25279,34.7168,12.0938,17.4446,6.40512,16.8864,1.36476,1.63038,1.38083,11.5522,3.57384,2.06231,3.8316,25.0136,11.0846,4.10662,0.956379
"mscS",703.888,812.231,717.046,755.844,802.5,921.495,892.938,906.798,629.054,628.406,1113.71,1118.49,388.246,452.607,1106,1058.82,710.782,767.873,994.897,931.877
"fbaA",2537.5,3110.43,2486.74,3272.07,3513.52,4092.36,2643.27,2750.54,4162.53,4502.28,2709.39,3123.79,6175.88,5688.54,3275.25,3267.54,5403.33,7006.08,3631.98,3623.57
"pgk",2051.13,2417.92,2255.06,3262.59,2626.42,2297.24,2426.81,2490.09,2808.38,3223.34,2311.91,2760.48,4467.48,3774.3,2875.99,2676.12,3399.24,3541.06,3328.62,2855.71
"epd",1543.66,1697.01,2197.33,2761.52,1684.67,2019.57,2034.21,1958.2,1525.06,1367.26,1705.25,1958.13,2529.97,2233.96,1860.25,1633.59,1280.02,1524.13,1767.48,1468.88
"yggC",27.432,34.1953,34.309,2.93667,6.72076,27.4079,37.2062,27.3101,21.9332,26.6508,32.1253,16.6295,35.3208,20.2555,26.4013,32.365,30.1545,52.9476,43.202,26.0714
"fumE",659.812,648.156,792.674,849.77,620.132,559.822,781.481,855.908,617.764,578.395,859.128,840.614,656.084,542.016,921.682,963.005,763.482,746.708,970.158,992.058
"yggF",526.295,478.584,480.65,403.162,450.124,455.917,413.373,441.166,350.625,399.023,394.877,333.184,398.581,511.873,307.999,281.752,559.794,693.655,317.551,334.519
"cmtA",556.979,614.003,531.757,513.893,465.731,629.4,439.198,490.385,455.921,474.225,415.043,398.797,468.175,433.639,424.071,391.604,605.516,662.933,365.101,429.064
"cmtB",433.18,462.37,445.518,343.85,365.692,419.81,335.945,396.615,437.552,435.717,313.166,286.858,494.401,419.698,292.048,279.484,645.247,526.69,257.034,335.72
"tktA",46.7011,75.4073,46.1753,30.5147,51.5255,44.4518,71.6077,60.2479,98.2994,76.2148,96.3622,75.2538,139.406,54.2142,106.047,169.424,110.703,63.3927,296.013,154.867
"loiP",856.208,892.977,756.82,649.802,791.656,705.592,768.223,662.222,867.017,926.448,750.805,689.835,1002.18,847.436,728.698,690.62,1308.29,1257.61,745.333,768.458
"speB",53.5526,60.6177,50.2598,21.4287,79.0499,38.8701,52.6171,42.6804,16.5801,46.0312,70.2231,36.7922,35.7774,20.4862,82.1989,13.4602,56.3847,60.8403,72.0159,42.0499
"speA",2033.93,1965.63,997.574,1059.02,2347.52,2529.14,1202.11,1170.79,1874.61,2001.34,1156.78,1020.41,1351.19,1399.36,1317.86,987.289,889.483,1022.88,1166.74,1223.56
"yqgB",1380.58,1499.6,701.788,632.271,1558.12,1751.02,814.801,746.426,1607.16,1568.71,803.302,806.696,1030.74,1101.49,826.68,866.646,487.159,435.899,871.149,991.779
"yqgC",778.204,845.45,682.679,691.437,806.165,765.649,553.938,637.089,693.337,685.786,605.595,533.634,644.771,635.365,512.676,551.664,660.961,655.902,526.649,569.883
"yqgD",423.419,352.293,385.629,285.401,330.757,188.567,309.254,274.147,296.257,312.799,248.672,228.798,227.363,229.198,307.707,353.053,360.424,265.458,399.429,393.023
"metK",868.178,895.044,792.13,963.444,1809.99,1477.12,821.256,988.83,1457.5,1712.39,1197.04,1273.01,1064.12,1136.73,1825.83,2026.92,908.29,969.822,2757.91,2437.62
"galP",63.1259,40.5672,49.1997,79.8498,92.6486,54.784,55.4759,35.2085,71.2599,86.2952,49.2437,44.0036,62.8036,72.6371,61.2873,65.3511,96.3588,69.4422,87.8119,59.8079
"yggI",23.5705,36.5496,2.4257,9.85067,44.7055,26.0768,13.5705,8.87767,15.4758,17.2028,20.4624,15.8237,8.65225,23.5917,24.5605,17.2119,18.7713,32.8791,26.5032,21.4078
"endA",479.537,361.546,419.539,377.633,449.834,452.957,420.369,496.4,358.359,396.45,427.524,425.507,266.23,256.851,462.518,482.038,358.658,423.294,436.016,501.996
"rsmE",660.588,767.679,764.48,962.617,924.695,970.283,1120.27,995.285,864.18,1043.27,1161.61,1260.48,868.963,876.031,1391.54,1320.05,784.969,743.034,1253.33,1294.13
"gshB",48.7765,50.8549,36.3204,84.6104,57.0847,42.8054,51.6821,122.663,78.8846,34.8028,79.014,51.7024,101.515,61.3923,46.3095,99.202,69.0569,88.7192,203.867,57.9284
"yqgF",57.9165,81.4366,48.3084,80.2781,35.2897,17.7429,48.3076,54.8912,74.9874,94.2172,51.5507,49.7946,65.3287,70.771,70.6826,52.7491,87.7684,63.8655,100.075,38.6392
"yggR",720.026,654.162,597.461,547.537,582.651,477.572,522.445,610.796,491.898,447.245,513.051,442.692,395.077,459.411,516.16,580.896,748.041,639.349,424.773,525.913
"yggS",623.411,579.812,589.945,572.811,606.101,687.551,529.475,543.594,648.713,621.984,539.616,526.427,583.768,473.968,486.906,486.559,524.394,534.167,465.272,512.207
"yggT",1271.37,1272.96,974.922,1114.44,1553.49,1333.23,959.25,1113.96,1242.27,1390.27,978.793,1020.7,1276.23,1145.98,944.337,916.687,989.488,1027.16,918.691,905.628
"yggU",1491.04,1611.68,1227.58,1463.25,1833.99,1808.77,1209.54,1277.45,1635.03,1726.47,1331.15,1167.73,1646.54,1660.43,1304.34,1323.6,1118.23,1122.06,1324.08,1175.67
"rdgB",34.3517,46.4815,39.4745,20.4286,49.1087,28.0872,28.6202,37.6315,45.2267,58.0197,41.0571,35.8332,59.6121,40.95,32.5985,56.8702,27.2113,20.2317,61.6192,55.4116
"hemW",771.608,860.385,765.63,658.245,833.422,856.133,740.199,713.873,768.736,759.142,736.227,730.513,612.534,645.635,796.063,754.518,631.043,597.377,706.733,699.332
