"","0","1800","3600","5400"
"groS",8443.72,7475.95,3649.61,3722.95
"groL",8112.33,6998.8,3398.18,3269.95
"yjeI",3206.55,1161.58,1139.25,1220.89
"yjeJ",144.845,623.277,914.409,675.257
"epmB",864.444,639.151,895.764,667.755
"efp",3372.82,780.442,960.671,1116.57
"ecnA",362.113,286.718,460.135,438.872
"ecnB",3812.66,3640.52,1953.87,3226.08
"gdx",358.605,703.124,700.436,606.751
"blc",856.765,1804.95,951.575,939.014
"ampC",356.526,741.389,687.265,664.591
"frdD",459.855,1712.44,1087.99,1118.78
"frdC",285.181,942.126,576.283,526.268
"frdB",796.322,2151.33,1039.15,960.832
"frdA",1002.29,2315.56,1071.02,1090.58
"epmA",424.293,698.802,683.724,587.114
"yjeM",36.5856,755.939,751.382,766.861
"yjeN",59.5216,898.566,779.059,763.414
"yjeO",124.816,992.302,877.762,836.774
"mscM",468.823,1286.3,981.188,813.843
"psd",2274.08,1726.85,1126.89,1132.41
"rsgA",1826.73,1438.72,953.678,970.445
"queG",398.73,1505.99,1040.5,1085.92
"nnr",1223.3,1729.6,924.183,810.986
"tsaE",880.911,1271.9,774.842,693.801
"amiB",424.835,1230.02,827.529,673.568
"mutL",382.773,803.225,580.565,586.882
"miaA",4704.15,4173,1815.32,2239.34
"hfq",4922.94,3186.89,1566.88,1927.62
"hflX",2417.43,1367.33,999.956,1031.22
"hflK",3517.86,1623.35,1211.26,1225.62
"hflC",2998.06,1447.76,1233.21,1114.73
"yjeT",288.172,1073.87,825.47,676.655
"purA",5236.87,1139.52,1872.35,1619.86
"nsrR",1290.6,1278.81,898.042,956.32
"rnr",2317.71,3093.4,1400.6,1410.82
"rlmB",360.17,469.931,561.653,606.823
"yjfI",52.3685,436.766,815.035,670.786
"yjfJ",4.74877,201.022,388.176,314.476
"yjfK",48.0872,307.688,539.501,471.576
"aidB",1615.81,2318.37,1199.14,1165.77
"yjfN",209.158,4442.23,1111.68,1164.24
"yjfP",320.984,806.908,1013.62,822.021
"ulaR",698.716,1259.1,1290.24,1213.4
"ulaG",208.363,878.521,903.396,769.011
"ulaB",177.665,714.355,781.358,683.592
"ulaC",69.4077,430.938,624.066,399.605
"ulaD",222.94,778.041,908.938,756.398
"ulaE",34.0438,469.748,608.128,488.877
"ulaF",119.583,304.168,644.271,619.672
"yjfY",188.235,903.893,848.795,1165.31
"rpsF",9710.68,1357.55,1188.68,1329.85
"priB",9219.44,1497.16,1591.99,1698.33
"rpsR",7320.98,1082.13,1039.76,1083.77
"rplI",4121.26,876.035,895.601,945.012
"yjfZ",77.4483,323.476,756.851,730.179
"ytfA",8.12873,261.37,684.491,639.861
"ytfB",1423.89,1225.74,925.422,935.287
"cycA",1445.96,1622.56,949.24,1080.57
"ytfE",193.527,714.437,896.335,731.6
"ytfF",300.045,726.041,838.917,839.052
"qorB",254.981,586.856,790.366,716.061
"ytfH",200.281,620.872,880.331,989.823
"cpdB",735.446,969.752,1123.35,838.352
"cysQ",670.588,1228.8,722.62,1005.36
"ytfI",43.8852,445.683,1011.13,1065.26
"ytfJ",217.897,1963.46,785.273,827.905
"ytfK",1369.71,1327.61,913.526,1146.98
"paeA",315.095,547.335,799.083,722.229
"msrA",1537.43,1675.54,1055.63,1170.19
"tamA",925.109,996.856,996.271,956.881
"tamB",449.052,660.723,597.561,556.669
"ytfP",1835.6,1006.51,890.781,1013.33
"chpS",926.413,2302.99,1319.76,1263.97
"chpB",310.035,1241.18,867.897,1021.98
"ppa",7783.69,2074.22,1815.81,2127.47
"ytfQ",243.336,4919.52,864.383,747.743
"ytfT",40.9053,486.626,290.964,277.616
"yjfF",66.5737,899.401,458.947,472.412
"fbp",2361.11,966.323,758.709,851.037
"mpl",807.012,529.227,498.023,489.659
"yjgA",1551.47,1499.14,795.146,619.697
"tldE",1402.35,941.56,703.926,663.69
"cybC",329.24,1023.58,769.12,668.88
"nrdG",141.942,1247.79,774.729,650.542
"nrdD",341.482,1851.88,850.291,872.933
"treC",118.724,1450.44,723.041,671.145
"treB",103.816,1462.17,518.667,504.595
"treR",274.237,989.415,654.06,764.205
"mgtA",1446.12,601.492,564.805,641.724
"ridA",7835.8,2021.72,1937.89,2065.27
"pyrI",8213.64,1100.19,717.678,736.925
"pyrB",8172.73,939.757,734.209,734.102
"pyrL",2991.84,540.18,661.956,865.194
"yjgH",497.151,755.222,752.851,829.326
"bdcA",96.2526,527.969,626.924,770.768
"bdcR",298.725,337.13,567.35,762.9
"tabA",645.252,367.252,697.229,805.249
"yjgL",83.4309,280.162,618.631,699.338
"argI",1143.29,296.83,1165.79,831.819
"rraB",4367.73,2035.95,1848.68,1950.2
"yjgM",86.9742,220.599,374.45,395.268
"yjgN",112.615,358.478,556.032,448.459
"valS",3176.1,733.36,782.121,743.493
"holC",2392.78,1172.31,904.332,956.964
"pepA",2932.89,1771.73,1079.07,865.825
"lptF",1942.57,1384.84,1006.21,1142.76
"lptG",616.26,685.224,713.204,646.562
"yjgR",664.832,1075.58,845.925,839.278
"idnR",523.417,517.164,677.324,677.692
"idnT",15.1545,311.691,566.247,533.34
"idnO",101.464,519.831,881.493,959.722
"idnD",10.2482,394.645,709.035,791.713
"idnK",146.83,460.13,804.047,853.355
"ahr",324.539,374.501,565.88,566.549
"intB",232.351,457.796,675.866,741.382
"yjgZ",33.5927,327.359,398.691,374.46
"nanX",124.327,288.642,678.181,762.473
"nanY",304.204,391.414,665.371,785.965
"yjhD",57.4393,182.586,468.457,504.307
"yjhE",80.8471,250.037,580.07,645.837
"yjhV",52.8867,425.557,498.247,464.4
"fecE",321.01,590.359,610.579,517.799
"fecD",21.1191,430.097,462.822,517.541
"fecC",67.5849,890.237,713.658,547.487
"fecB",163.999,869.393,602.408,481.6
"fecA",274.463,1103.78,814.755,710.186
"fecR",147.33,523.357,530.443,462.448
"fecI",389.684,487.91,437.722,500.516
"insA7",637.826,846.921,831.245,843.872
"yjhU",632.155,471.501,730.947,970.448
"yjhF",9.66714,236.144,479.144,477.602
"yjhG",92.0838,415.132,740.001,660.294
"yjhH",92.2819,519.906,751.579,676.808
"yjhI",71.3223,560.045,824.323,728.141
"sgcR",109.095,544.496,826.068,691.148
"sgcE",164.056,743.054,806.664,699.544
"sgcA",290.56,825.533,750.956,747.29
"sgcQ",72.2098,792.997,616.293,634.31
"sgcC",94.0788,851.04,812.358,764.874
"sgcX",69.9986,672.787,690.445,694.823
"yjhP",159.257,475.467,655.648,645.252
"yjhQ",209.798,768.291,908.476,1000.37
"yjhR",61.6209,308.575,763.988,821.361
"nanS",106.022,269.975,688.266,707.511
"nanM",370.277,550.125,695.005,940.518
"nanC",75.8714,348.062,858.145,994.088
"fimB",1172.31,431.66,741.994,823.055
"fimE",92.0628,384.796,808.547,1075.11
"fimA",6839.27,1020.6,1431.91,1817.29
"fimC",2317.7,507.884,1257.03,1383.7
"fimD",662.997,611.815,937.363,1005.71
"fimF",370.354,419.067,499.63,473.745
"fimG",734.285,669.694,886.103,909.272
"fimH",463.104,485.097,620.271,629.526
"gntP",59.6544,464.145,612.885,682.062
"uxuA",221.796,591.373,540.352,528.99
"uxuB",156.472,472.217,377.504,335.66
"uxuR",382.909,406.447,557.688,668.886
"yjiC",20.3479,289.847,836.866,818.642
"iraD",250.417,353.826,625.168,720.437
"iadA",855.508,515.734,787.723,736.542
"yjiG",368.959,587.854,965.098,1289.73
"yjiH",129.888,353.249,714.326,686.522
"kptA",220.26,459.768,630.807,557.878
"yjiJ",135.781,637.078,1091.14,1012.72
"yjiK",90.839,297.453,647.874,627.354
"yjiL",115.655,393.481,569.497,576.689
"yjiM",116.235,794.273,860.181,826.06
"yjiN",301.178,789.332,816.465,818.917
"mdtM",76.7268,206.001,394.488,385.614
"yjiR",359.276,368.346,650.059,655.749
"yjiS",93.2267,331.989,640.792,668.971
"yjiT",1157.46,1303.95,920.661,980.05
"mcrC",279.361,399.135,896.928,854.262
"mcrB",572.363,330.004,740.675,770.05
"symE",165.394,298.695,696.99,790.16
"hsdS",1128.31,472.923,986.281,1065.25
"hsdM",1183.42,603.231,820.908,721.488
"hsdR",589.184,874.452,784.056,649.42
"mrr",381.188,571.476,560.543,512.623
"yjiA",398.359,587.594,505.367,483.573
"yjiX",1506.12,1285.85,1220.75,1158.74
"btsT",802.104,695.55,958.152,900.279
"tsr",320.552,554.09,763.641,649.206
"lgoT",91.2259,538.94,728.883,683.159
"lgoR",112.173,792.554,791.754,745.301
"lgoD",72.4177,625.422,657.404,708.797
"opgB",624.422,634.723,669.539,528.569
"yjjA",614.77,509.29,493.508,533.287
"dnaC",590.723,664.972,704.324,675.213
"dnaT",722.077,725.719,664.76,766.563
"yjjB",103.138,406.313,530.725,470.428
"yjjP",184.437,539.113,961.767,938.128
"yjjQ",45.6637,271.911,535.344,518.275
"bglJ",43.4051,552.338,864.262,721.833
"fhuF",806.461,358.733,599.323,542.754
"rsmC",858.481,942.936,993.585,1011.46
"holD",1158.2,713.016,687.78,618.58
"rimI",1512.51,1489.51,957.415,931.42
"yjjG",499.181,807.919,551.455,458.091
"prfC",2031.22,798.532,767.143,666.151
"osmY",8576.42,6257.34,2348.9,3501.73
"yjjU",2657.25,1351.84,1103.79,699.234
"yjjV",1397.36,1622.95,1221.93,989.218
"yjjW",280.956,1415.93,829.999,720.028
"yjjI",81.4396,1447.44,867.465,659.705
"deoC",1616.25,2671.38,1495.1,1641.82
"deoA",1058.67,2062.8,1253.26,1061.3
"deoB",2589.48,2871.16,1481.03,1530.05
"deoD",4043.86,2624.31,1573.05,1800.22
"yjjJ",220.976,1434.44,719.698,695.249
"lplA",453.345,1192.94,766.815,693.873
"ytjB",411.103,1065.77,584.373,502.642
"serB",1155.07,1710.84,993.874,828.708
"radA",897.251,1147.53,707.325,510.01
"nadR",751.908,1120.06,694.466,726.338
"ettA",2643.53,1602.67,959.206,941.552
"slt",1412.86,1957.91,1054.13,878.682
"trpR",1041,1150.56,786.201,794.428
"yjjX",453.467,943.793,763.576,463.101
"ytjC",546.829,680.389,811.608,566.089
"rob",3618.93,2570.14,1606.42,1608.24
"creA",1332.04,750.237,954.085,854.293
"creB",647.22,781.824,787.277,705.544
"creC",118.646,366.447,486.899,421.292
"creD",99.3432,535.179,675.42,675.84
"arcA",5434.39,4764.28,1524.25,2176.55
"yjjY",334.243,279.436,524.315,537.011
"yjtD",750.985,616.158,698.636,655.505
